$$MATERIAL_POINTS
1	0.3022540333	0.1222540333	0.0000000000	0.0000308642	0.0000000000	0.0000000000	1
2	0.3100000000	0.1222540333	0.0000000000	0.0000493827	0.0000000000	0.0000000000	1
3	0.3177459667	0.1222540333	0.0000000000	0.0000308642	0.0000000000	0.0000000000	1
4	0.3022540333	0.1300000000	0.0000000000	0.0000493827	0.0000000000	0.0000000000	1
5	0.3100000000	0.1300000000	0.0000000000	0.0000790123	0.0000000000	0.0000000000	1
6	0.3177459667	0.1300000000	0.0000000000	0.0000493827	0.0000000000	0.0000000000	1
7	0.3022540333	0.1377459667	0.0000000000	0.0000308642	0.0000000000	0.0000000000	1
8	0.3100000000	0.1377459667	0.0000000000	0.0000493827	0.0000000000	0.0000000000	1
9	0.3177459667	0.1377459667	0.0000000000	0.0000308642	0.0000000000	0.0000000000	1
10	0.3222540333	0.1222540333	0.0000000000	0.0000308642	0.0000000000	0.0000000000	1
11	0.3300000000	0.1222540333	0.0000000000	0.0000493827	0.0000000000	0.0000000000	1
12	0.3377459667	0.1222540333	0.0000000000	0.0000308642	0.0000000000	0.0000000000	1
13	0.3222540333	0.1300000000	0.0000000000	0.0000493827	0.0000000000	0.0000000000	1
14	0.3300000000	0.1300000000	0.0000000000	0.0000790123	0.0000000000	0.0000000000	1
15	0.3377459667	0.1300000000	0.0000000000	0.0000493827	0.0000000000	0.0000000000	1
16	0.3222540333	0.1377459667	0.0000000000	0.0000308642	0.0000000000	0.0000000000	1
17	0.3300000000	0.1377459667	0.0000000000	0.0000493827	0.0000000000	0.0000000000	1
18	0.3377459667	0.1377459667	0.0000000000	0.0000308642	0.0000000000	0.0000000000	1
19	0.3422540333	0.1222540333	0.0000000000	0.0000308642	0.0000000000	0.0000000000	1
20	0.3500000000	0.1222540333	0.0000000000	0.0000493827	0.0000000000	0.0000000000	1
21	0.3577459667	0.1222540333	0.0000000000	0.0000308642	0.0000000000	0.0000000000	1
22	0.3422540333	0.1300000000	0.0000000000	0.0000493827	0.0000000000	0.0000000000	1
23	0.3500000000	0.1300000000	0.0000000000	0.0000790123	0.0000000000	0.0000000000	1
24	0.3577459667	0.1300000000	0.0000000000	0.0000493827	0.0000000000	0.0000000000	1
25	0.3422540333	0.1377459667	0.0000000000	0.0000308642	0.0000000000	0.0000000000	1
26	0.3500000000	0.1377459667	0.0000000000	0.0000493827	0.0000000000	0.0000000000	1
27	0.3577459667	0.1377459667	0.0000000000	0.0000308642	0.0000000000	0.0000000000	1
28	0.3622540333	0.1222540333	0.0000000000	0.0000308642	0.0000000000	0.0000000000	1
29	0.3700000000	0.1222540333	0.0000000000	0.0000493827	0.0000000000	0.0000000000	1
30	0.3777459667	0.1222540333	0.0000000000	0.0000308642	0.0000000000	0.0000000000	1
