   0.0000050000	    0.0453417850
   0.0000100000	    0.0906833376
   0.0000150000	    0.1360239609
   0.0000200000	    0.1813629577
   0.0000250000	    0.2266996310
   0.0000300000	    0.2720332835
   0.0000350000	    0.3173632179
   0.0000400000	    0.3626887368
   0.0000450000	    0.4080091424
   0.0000500000	    0.4533237369
   0.0000550000	    0.4986318219
   0.0000600000	    0.5439326991
   0.0000650000	    0.5892256695
   0.0000700000	    0.6345100339
   0.0000750000	    0.6797850927
   0.0000800000	    0.7250501457
   0.0000850000	    0.7703044923
   0.0000900000	    0.8155474314
   0.0000950000	    0.8607782612
   0.0001000000	    0.9059962794
   0.0001050000	    0.9512007831
   0.0001100000	    0.9963910686
   0.0001150000	    1.0415664315
   0.0001200000	    1.0867261666
   0.0001250000	    1.1318695682
   0.0001300000	    1.1769959292
   0.0001350000	    1.2221045422
   0.0001400000	    1.2671946986
   0.0001450000	    1.3122656887
   0.0001500000	    1.3573168022
   0.0001550000	    1.4023473275
   0.0001600000	    1.4473565518
   0.0001650000	    1.4923437616
   0.0001700000	    1.5373082419
   0.0001750000	    1.5822492766
   0.0001800000	    1.6271661483
   0.0001850000	    1.6720581385
   0.0001900000	    1.7169245272
   0.0001950000	    1.7617645932
   0.0002000000	    1.8065776136
   0.0002050000	    1.8513628643
   0.0002100000	    1.8961196197
   0.0002150000	    1.9408471526
   0.0002200000	    1.9855447341
   0.0002250000	    2.0302116339
   0.0002300000	    2.0748471199
   0.0002350000	    2.1194504583
   0.0002400000	    2.1640209134
   0.0002450000	    2.2085577479
   0.0002500000	    2.2530602226
   0.0002550000	    2.2975275962
   0.0002600000	    2.3419591257
   0.0002650000	    2.3863540658
   0.0002700000	    2.4307116695
   0.0002750000	    2.4750311874
   0.0002800000	    2.5193118680
   0.0002850000	    2.5635529577
   0.0002900000	    2.6077537005
   0.0002950000	    2.6519133382
   0.0003000000	    2.6960311101
   0.0003050000	    2.7401062532
   0.0003100000	    2.7841380018
   0.0003150000	    2.8281255881
   0.0003200000	    2.8720682411
   0.0003250000	    2.9159651878
   0.0003300000	    2.9598156519
   0.0003350000	    3.0036188548
   0.0003400000	    3.0473740146
   0.0003450000	    3.0910803470
   0.0003500000	    3.1347370644
   0.0003550000	    3.1783433763
   0.0003600000	    3.2218984891
   0.0003650000	    3.2654016060
   0.0003700000	    3.3088519269
   0.0003750000	    3.3522486485
   0.0003800000	    3.3955909642
   0.0003850000	    3.4388780640
   0.0003900000	    3.4821091339
   0.0003950000	    3.5252833573
   0.0004000000	    3.5683999132
   0.0004050000	    3.6114579772
   0.0004100000	    3.6544567210
   0.0004150000	    3.6973953123
   0.0004200000	    3.7402729151
   0.0004250000	    3.7830886892
   0.0004300000	    3.8258417902
   0.0004350000	    3.8685313696
   0.0004400000	    3.9111565746
   0.0004450000	    3.9537165480
   0.0004500000	    3.9962104275
   0.0004550000	    4.0386373470
   0.0004600000	    4.0809964358
   0.0004650000	    4.1232868176
   0.0004700000	    4.1655076120
   0.0004750000	    4.2076579337
   0.0004800000	    4.2497368911
   0.0004850000	    4.2917435891
   0.0004900000	    4.3336771265
   0.0004950000	    4.3755365963
   0.0005000000	    4.4173210868
   0.0005050000	    4.4590296802
   0.0005100000	    4.5006614538
   0.0005150000	    4.5422154770
   0.0005200000	    4.5836908144
   0.0005250000	    4.6250865245
   0.0005300000	    4.6664016609
   0.0005350000	    4.7076352684
   0.0005400000	    4.7487863851
   0.0005450000	    4.7898540444
   0.0005500000	    4.8308372730
   0.0005550000	    4.8717350893
   0.0005600000	    4.9125465004
   0.0005650000	    4.9532705150
   0.0005700000	    4.9939061316
   0.0005750000	    5.0344523395
   0.0005800000	    5.0749081184
   0.0005850000	    5.1152724445
   0.0005900000	    5.1555442837
   0.0005950000	    5.1957225937
   0.0006000000	    5.2358063231
   0.0006050000	    5.2757944109
   0.0006100000	    5.3156857898
   0.0006150000	    5.3554793828
   0.0006200000	    5.3951741031
   0.0006250000	    5.4347688544
   0.0006300000	    5.4742625299
   0.0006350000	    5.5136540129
   0.0006400000	    5.5529421782
   0.0006450000	    5.5921258895
   0.0006500000	    5.6312039993
   0.0006550000	    5.6701753494
   0.0006600000	    5.7090387702
   0.0006650000	    5.7477930795
   0.0006700000	    5.7864370833
   0.0006750000	    5.8249695598
   0.0006800000	    5.8633893060
   0.0006850000	    5.9016950932
   0.0006900000	    5.9398856786
   0.0006950000	    5.9779598052
   0.0007000000	    6.0159161930
   0.0007050000	    6.0537535121
   0.0007100000	    6.0914705034
   0.0007150000	    6.1290658580
   0.0007200000	    6.1665382463
   0.0007250000	    6.2038862543
   0.0007300000	    6.2411085636
   0.0007350000	    6.2782038080
   0.0007400000	    6.3151705928
   0.0007450000	    6.3520075037
   0.0007500000	    6.3887130360
   0.0007550000	    6.4252857849
   0.0007600000	    6.4617242940
   0.0007650000	    6.4980270753
   0.0007700000	    6.5341926183
   0.0007750000	    6.5702193911
   0.0007800000	    6.6061058117
   0.0007850000	    6.6418502764
   0.0007900000	    6.6774512248
   0.0007950000	    6.7129070396
   0.0008000000	    6.7482160742
   0.0008050000	    6.7833766557
   0.0008100000	    6.8183870842
   0.0008150000	    6.8532455905
   0.0008200000	    6.8879504252
   0.0008250000	    6.9224998286
   0.0008300000	    6.9568919902
   0.0008350000	    6.9911250657
   0.0008400000	    7.0251971782
   0.0008450000	    7.0591064171
   0.0008500000	    7.0928508380
   0.0008550000	    7.1264284611
   0.0008600000	    7.1598372353
   0.0008650000	    7.1930751002
   0.0008700000	    7.2261399865
   0.0008750000	    7.2590297606
   0.0008800000	    7.2917422435
   0.0008850000	    7.3242752106
   0.0008900000	    7.3566263911
   0.0008950000	    7.3887934655
   0.0009000000	    7.4207740630
   0.0009050000	    7.4525657613
   0.0009100000	    7.4841660836
   0.0009150000	    7.5155724970
   0.0009200000	    7.5467823874
   0.0009250000	    7.5777930813
   0.0009300000	    7.6086018894
   0.0009350000	    7.6392060287
   0.0009400000	    7.6696026423
   0.0009450000	    7.6997887977
   0.0009500000	    7.7297614854
   0.0009550000	    7.7595176150
   0.0009600000	    7.7890540111
   0.0009650000	    7.8183674090
   0.0009700000	    7.8474544501
   0.0009750000	    7.8763116764
   0.0009800000	    7.9049355264
   0.0009850000	    7.9333223296
   0.0009900000	    7.9614683005
   0.0009950000	    7.9893695324
   0.0010000000	    8.0170219876
   0.0010050000	    8.0444214547
   0.0010100000	    8.0715636570
   0.0010150000	    8.0984441336
   0.0010200000	    8.1250582596
   0.0010250000	    8.1514012393
   0.0010300000	    8.1774680960
   0.0010350000	    8.2032536613
   0.0010400000	    8.2287525622
   0.0010450000	    8.2539592022
   0.0010500000	    8.2788677554
   0.0010550000	    8.3034721465
   0.0010600000	    8.3277660319
   0.0010650000	    8.3517427875
   0.0010700000	    8.3753954796
   0.0010750000	    8.3987168481
   0.0010800000	    8.4216992800
   0.0010850000	    8.4443347862
   0.0010900000	    8.4666149696
   0.0010950000	    8.4885309801
   0.0011000000	    8.5100734892
   0.0011050000	    8.5312326558
   0.0011100000	    8.5519980770
   0.0011150000	    8.5723587372
   0.0011200000	    8.5923029281
   0.0011250000	    8.6118182416
   0.0011300000	    8.6308914722
   0.0011350000	    8.6495085209
   0.0011400000	    8.6676543065
   0.0011450000	    8.6853126891
   0.0011500000	    8.7024663476
   0.0011550000	    8.7190966465
   0.0011600000	    8.7351834989
   0.0011650000	    8.7507051868
   0.0011700000	    8.7656381689
   0.0011750000	    8.7799568584
   0.0011800000	    8.7936333645
   0.0011850000	    8.8066371892
   0.0011900000	    8.8189348661
   0.0011950000	    8.8304895333
   0.0012000000	    8.8412604402
   0.0012050000	    8.8512023475
   0.0012100000	    8.8602646115
   0.0012150000	    8.8683881518
   0.0012200000	    8.8755050302
   0.0012250000	    8.8815413628
   0.0012300000	    8.8864146659
   0.0012350000	    8.8900302960
   0.0012400000	    8.8922802820
   0.0012450000	    8.8930376614
   0.0012500000	    8.8921498730
   0.0012550000	    8.8894382330
   0.0012600000	    8.8846571773
   0.0012650000	    8.8775265725
   0.0012700000	    8.8677207713
   0.0012750000	    8.8548479122
   0.0012800000	    8.8384364785
   0.0012850000	    8.8178948761
   0.0012900000	    8.7925066967
   0.0012950000	    8.7613548899
   0.0013000000	    8.7232476917
   0.0013050000	    8.6766674807
   0.0013100000	    8.6196526805
   0.0013150000	    8.5494165446
   0.0013200000	    8.4622056960
   0.0013250000	    8.3528009379
   0.0013300000	    8.2139750400
   0.0013350000	    8.0350798160
   0.0013400000	    7.8000739637
   0.0013450000	    7.4868056902
   0.0013500000	    7.0672661395
   0.0013550000	    6.5146590003
   0.0013600000	    5.8198904809
   0.0013650000	    5.0292800922
   0.0013700000	    4.2362551727
   0.0013750000	    3.5302493379
   0.0013800000	    2.9472917941
   0.0013850000	    2.4877480578
   0.0013900000	    2.1405512873
   0.0013950000	    1.8823167361
   0.0014000000	    1.6903623070
   0.0014050000	    1.5480111236
   0.0014100000	    1.4421943096
   0.0014150000	    1.3629667519
   0.0014200000	    1.3031188483
   0.0014250000	    1.2572942531
   0.0014300000	    1.2215732366
   0.0014350000	    1.1929186738
   0.0014400000	    1.1693136833
   0.0014450000	    1.1493218625
   0.0014500000	    1.1319224969
   0.0014550000	    1.1163901711
   0.0014600000	    1.1022032362
   0.0014650000	    1.0890028882
   0.0014700000	    1.0765491055
   0.0014750000	    1.0646733550
   0.0014800000	    1.0532560382
   0.0014850000	    1.0421407191
   0.0014900000	    1.0312313196
   0.0014950000	    1.0204384967
   0.0015000000	    1.0097850501
   0.0015050000	    0.9992827585
   0.0015100000	    0.9889364257
   0.0015150000	    0.9787482710
   0.0015200000	    0.9687182996
